date,TSLA,GOOGL,ALXN,AMZN
2019-04-12,53.540000915527344,1222.72998046875,136.1999969482422,1843.06005859375
2019-04-15,53.2760009765625,1226.530029296875,137.49000549316406,1844.8699951171875
2019-04-16,54.672000885009766,1231.9100341796875,136.94000244140625,1863.0400390625
2019-04-17,54.24599838256836,1240.1400146484375,125.91000366210938,1864.8199462890625
2019-04-18,54.652000427246094,1241.469970703125,126.01000213623047,1861.68994140625
2019-04-22,52.54999923706055,1253.760009765625,128.9600067138672,1887.31005859375
2019-04-23,52.779998779296875,1270.5899658203125,132.3699951171875,1923.77001953125
2019-04-24,51.731998443603516,1260.050048828125,130.08999633789062,1901.75
2019-04-25,49.5260009765625,1267.3399658203125,135.67999267578125,1902.25
2019-04-26,47.02799987792969,1277.4200439453125,134.57000732421875,1950.6300048828125
2019-04-29,48.29399871826172,1296.199951171875,135.2899932861328,1938.4300537109375
2019-04-30,47.737998962402344,1198.9599609375,136.1300048828125,1926.52001953125
2019-05-01,46.801998138427734,1173.3199462890625,134.13999938964844,1911.52001953125
2019-05-02,48.81999969482422,1166.510009765625,133.1300048828125,1900.8199462890625
2019-05-03,51.00600051879883,1189.550048828125,136.69000244140625,1962.4599609375
2019-05-06,51.06800079345703,1193.4599609375,136.9600067138672,1950.550048828125
2019-05-07,49.4119987487793,1178.8599853515625,134.52000427246094,1921.0
2019-05-08,48.96799850463867,1170.780029296875,133.64999389648438,1917.77001953125
2019-05-09,48.395999908447266,1167.969970703125,131.77000427246094,1899.8699951171875
2019-05-10,47.90399932861328,1167.6400146484375,131.69000244140625,1889.97998046875
2019-05-13,45.402000427246094,1136.5899658203125,125.91999816894531,1822.6800537109375
2019-05-14,46.46200180053711,1124.8599853515625,127.93000030517578,1840.1199951171875
2019-05-15,46.38999938964844,1170.800048828125,128.41000366210938,1871.1500244140625
2019-05-16,45.66600036621094,1184.5,131.39999389648438,1907.5699462890625
2019-05-17,42.20600128173828,1168.780029296875,130.89999389648438,1869.0
2019-05-20,41.071998596191406,1144.6600341796875,127.2300033569336,1858.969970703125
2019-05-21,41.01599884033203,1154.43994140625,128.8000030517578,1857.52001953125
2019-05-22,38.54600143432617,1155.8499755859375,127.55000305175781,1859.6800537109375
2019-05-23,39.097999572753906,1145.3399658203125,125.33000183105469,1815.47998046875
2019-05-24,38.125999450683594,1138.6099853515625,127.04000091552734,1823.280029296875
2019-05-28,37.7400016784668,1139.56005859375,125.0,1836.4300537109375
2019-05-29,37.97200012207031,1119.93994140625,121.30000305175781,1819.18994140625
2019-05-30,37.64400100708008,1121.4100341796875,120.48999786376953,1816.3199462890625
2019-05-31,37.03200149536133,1106.5,113.68000030517578,1775.0699462890625
2019-06-03,35.79399871826172,1038.739990234375,114.05000305175781,1692.68994140625
2019-06-04,38.720001220703125,1054.489990234375,117.54000091552734,1729.56005859375
2019-06-05,39.31800079345703,1044.6400146484375,118.77999877929688,1738.5
2019-06-06,41.189998626708984,1047.760009765625,118.80999755859375,1754.3599853515625
2019-06-07,40.900001525878906,1068.3699951171875,118.4000015258789,1804.030029296875
2019-06-10,42.57600021362305,1082.760009765625,116.41999816894531,1860.6300048828125
2019-06-11,43.41999816894531,1081.0400390625,117.13999938964844,1863.699951171875
2019-06-12,41.85200119018555,1079.0999755859375,120.6500015258789,1855.3199462890625
2019-06-13,42.78200149536133,1091.010009765625,117.23999786376953,1870.300048828125
2019-06-14,42.98400115966797,1086.300048828125,117.93000030517578,1869.6700439453125
2019-06-17,45.00600051879883,1093.8900146484375,120.13999938964844,1886.030029296875
2019-06-18,44.948001861572266,1105.239990234375,122.37000274658203,1901.3699951171875
2019-06-19,45.2859992980957,1104.510009765625,123.7699966430664,1908.7900390625
2019-06-20,43.92399978637695,1113.199951171875,128.8300018310547,1918.18994140625
2019-06-21,44.37200164794922,1125.3699951171875,132.38999938964844,1911.300048828125
2019-06-24,44.72800064086914,1116.699951171875,126.9800033569336,1913.9000244140625
2019-06-25,43.95199966430664,1087.5799560546875,125.1500015258789,1878.27001953125
2019-06-26,43.854000091552734,1080.3199462890625,125.33999633789062,1897.8299560546875
2019-06-27,44.56800079345703,1076.6300048828125,126.11000061035156,1904.280029296875
2019-06-28,44.69200134277344,1082.800048828125,130.97999572753906,1893.6300048828125
2019-07-01,45.433998107910156,1100.0,131.27999877929688,1922.18994140625
2019-07-02,44.90999984741211,1112.5999755859375,134.0800018310547,1934.31005859375
2019-07-03,46.97999954223633,1122.989990234375,133.35000610351562,1939.0
2019-07-05,46.619998931884766,1132.6700439453125,130.3000030517578,1942.9100341796875
2019-07-08,46.06800079345703,1116.7900390625,125.30000305175781,1952.3199462890625
2019-07-09,46.012001037597656,1124.2900390625,125.72000122070312,1988.300048828125
2019-07-10,47.784000396728516,1140.9100341796875,124.37000274658203,2017.4100341796875
2019-07-11,47.720001220703125,1144.0799560546875,121.48999786376953,2001.0699462890625
2019-07-12,49.01599884033203,1145.3399658203125,120.81999969482422,2011.0
2019-07-15,50.70000076293945,1150.510009765625,123.04000091552734,2020.989990234375
2019-07-16,50.47600173950195,1153.4599609375,122.81999969482422,2009.9000244140625
2019-07-17,50.97200012207031,1146.739990234375,123.41000366210938,1992.030029296875
2019-07-18,50.70800018310547,1147.239990234375,123.26000213623047,1977.9000244140625
2019-07-19,51.63600158691406,1131.550048828125,120.80000305175781,1964.52001953125
2019-07-22,51.13600158691406,1139.2099609375,122.31999969482422,1985.6300048828125
2019-07-23,52.034000396728516,1148.050048828125,122.41999816894531,1994.489990234375
2019-07-24,52.97600173950195,1139.72998046875,120.97000122070312,2000.81005859375
2019-07-25,45.763999938964844,1135.93994140625,118.02999877929688,1973.8199462890625
2019-07-26,45.608001708984375,1245.219970703125,114.62999725341797,1943.050048828125
2019-07-29,47.15399932861328,1241.8399658203125,112.36000061035156,1912.449951171875
2019-07-30,48.45199966430664,1228.0,114.44999694824219,1898.530029296875
2019-07-31,48.321998596191406,1218.199951171875,113.29000091552734,1866.780029296875
2019-08-01,46.77000045776367,1211.780029296875,114.91000366210938,1855.3199462890625
2019-08-02,46.86800003051758,1196.3199462890625,112.33999633789062,1823.239990234375
2019-08-05,45.66400146484375,1154.75,107.9000015258789,1765.1300048828125
2019-08-06,46.150001525878906,1171.0799560546875,109.38999938964844,1787.8299560546875
2019-08-07,46.683998107910156,1175.9100341796875,108.91000366210938,1793.4000244140625
2019-08-08,47.65999984741211,1206.18994140625,112.11000061035156,1832.8900146484375
2019-08-09,47.00199890136719,1188.9000244140625,109.9800033569336,1807.5799560546875
2019-08-12,45.801998138427734,1174.5,108.69000244140625,1784.9200439453125
2019-08-13,47.0,1196.72998046875,111.47000122070312,1824.3399658203125
2019-08-14,43.92399978637695,1164.25,107.6500015258789,1762.9599609375
2019-08-15,43.12799835205078,1169.3199462890625,109.04000091552734,1776.1199951171875
2019-08-16,43.987998962402344,1179.2099609375,110.8499984741211,1792.5699462890625
2019-08-19,45.36600112915039,1200.43994140625,112.68000030517578,1816.1199951171875
2019-08-20,45.172000885009766,1183.530029296875,111.43000030517578,1801.3800048828125
2019-08-21,44.16600036621094,1191.5799560546875,114.83999633789062,1823.5400390625
2019-08-22,44.43000030517578,1191.52001953125,123.48999786376953,1804.6600341796875
2019-08-23,42.279998779296875,1153.5799560546875,115.33000183105469,1749.6199951171875
2019-08-26,43.0,1171.1800537109375,111.66000366210938,1768.8699951171875
2019-08-27,42.816001892089844,1170.8199462890625,110.16000366210938,1761.8299560546875
2019-08-28,43.11800003051758,1173.75,111.2699966430664,1764.25
2019-08-29,44.34199905395508,1194.239990234375,112.16999816894531,1786.4000244140625
2019-08-30,45.12200164794922,1190.530029296875,100.76000213623047,1776.2900390625
2019-09-03,45.00199890136719,1169.550048828125,95.18000030517578,1789.8399658203125
2019-09-04,44.13600158691406,1182.27001953125,97.52999877929688,1800.6199951171875
2019-09-05,45.91600036621094,1212.18994140625,100.27999877929688,1840.719970703125
2019-09-06,45.4900016784668,1206.3199462890625,103.83999633789062,1833.510009765625
2019-09-09,46.358001708984375,1205.27001953125,106.4000015258789,1831.3499755859375
2019-09-10,47.108001708984375,1205.699951171875,109.5999984741211,1820.550048828125
2019-09-11,49.41999816894531,1220.0,108.9000015258789,1822.989990234375
2019-09-12,49.17399978637695,1234.969970703125,108.26000213623047,1843.550048828125
2019-09-13,49.040000915527344,1240.030029296875,107.4000015258789,1839.3399658203125
2019-09-16,48.5620002746582,1231.6300048828125,108.54000091552734,1807.8399658203125
2019-09-17,48.95800018310547,1229.8800048828125,107.83000183105469,1822.550048828125
2019-09-18,48.698001861572266,1232.6500244140625,102.9800033569336,1817.4599609375
2019-09-19,49.31999969482422,1238.75,105.66999816894531,1821.5
2019-09-20,48.124000549316406,1229.8399658203125,106.31999969482422,1794.1600341796875
2019-09-23,48.24599838256836,1234.68994140625,104.62000274658203,1785.300048828125
2019-09-24,44.641998291015625,1218.3299560546875,100.31999969482422,1741.6099853515625
2019-09-25,45.7400016784668,1245.93994140625,100.4000015258789,1768.3299560546875
2019-09-26,48.512001037597656,1242.2900390625,98.69999694824219,1739.8399658203125
2019-09-27,48.42599868774414,1225.949951171875,97.7699966430664,1725.449951171875
2019-09-30,48.17399978637695,1221.1400146484375,97.94000244140625,1735.9100341796875
2019-10-01,48.9379997253418,1206.0,97.79000091552734,1735.6500244140625
2019-10-02,48.625999450683594,1177.9200439453125,97.4800033569336,1713.22998046875
2019-10-03,46.60599899291992,1189.4300537109375,99.16999816894531,1724.4200439453125
2019-10-04,46.2859992980957,1210.9599609375,98.02999877929688,1739.6500244140625
2019-10-07,47.54399871826172,1208.25,97.3499984741211,1732.6600341796875
2019-10-08,48.0099983215332,1190.1300048828125,95.80000305175781,1705.510009765625
2019-10-09,48.90599822998047,1202.4000244140625,94.83999633789062,1721.989990234375
2019-10-10,48.948001861572266,1209.469970703125,98.3499984741211,1720.260009765625
2019-10-11,49.577999114990234,1215.7099609375,99.25,1731.9200439453125
2019-10-14,51.391998291015625,1217.77001953125,101.33999633789062,1736.4300537109375
2019-10-15,51.577999114990234,1242.239990234375,104.80999755859375,1767.3800048828125
2019-10-16,51.95000076293945,1243.0,99.51000213623047,1777.4300537109375
2019-10-17,52.39400100708008,1252.800048828125,99.98999786376953,1787.47998046875
2019-10-18,51.38999938964844,1244.4100341796875,98.41000366210938,1757.510009765625
2019-10-21,50.70000076293945,1244.280029296875,100.7300033569336,1785.6600341796875
2019-10-22,51.11600112915039,1241.199951171875,99.27999877929688,1765.72998046875
2019-10-23,50.93600082397461,1257.6300048828125,106.62999725341797,1762.1700439453125
2019-10-24,59.93600082397461,1259.1099853515625,106.08000183105469,1780.780029296875
2019-10-25,65.6259994506836,1264.300048828125,105.18000030517578,1761.3299560546875
2019-10-28,65.54199981689453,1288.97998046875,106.55999755859375,1777.0799560546875
2019-10-29,63.24399948120117,1260.6600341796875,107.48999786376953,1762.7099609375
2019-10-30,63.00199890136719,1260.699951171875,106.25,1779.989990234375
2019-10-31,62.98400115966797,1258.800048828125,105.4000015258789,1776.6600341796875
2019-11-01,62.6619987487793,1272.25,109.37999725341797,1791.43994140625
2019-11-04,63.49399948120117,1289.6099853515625,108.52999877929688,1804.6600341796875
2019-11-05,63.444000244140625,1291.43994140625,107.2300033569336,1801.7099609375
2019-11-06,65.31600189208984,1291.010009765625,106.62999725341797,1795.77001953125
2019-11-07,67.10800170898438,1306.93994140625,108.05000305175781,1788.199951171875
2019-11-08,67.4280014038086,1309.0,110.79000091552734,1785.8800048828125
2019-11-11,69.01799774169922,1298.280029296875,109.01000213623047,1771.6500244140625
2019-11-12,69.98600006103516,1297.2099609375,109.44000244140625,1778.0
2019-11-13,69.22200012207031,1296.1800537109375,107.12999725341797,1753.1099853515625
2019-11-14,69.87000274658203,1309.1500244140625,105.88999938964844,1754.5999755859375
2019-11-15,70.43399810791016,1333.5400390625,108.37000274658203,1739.489990234375
2019-11-18,69.99800109863281,1319.8399658203125,107.97000122070312,1752.530029296875
2019-11-19,71.90399932861328,1312.5899658203125,110.6500015258789,1752.7900390625
2019-11-20,70.44400024414062,1301.8599853515625,108.52999877929688,1745.530029296875
2019-11-21,70.96600341796875,1300.1400146484375,109.52999877929688,1734.7099609375
2019-11-22,66.60800170898438,1293.6700439453125,111.02999877929688,1745.719970703125
2019-11-25,67.26799774169922,1305.6400146484375,114.30000305175781,1773.8399658203125
2019-11-26,65.78399658203125,1313.0,113.55999755859375,1796.93994140625
2019-11-27,66.25800323486328,1312.1300048828125,114.6500015258789,1818.510009765625
2019-11-29,65.98799896240234,1304.0899658203125,113.94000244140625,1800.800048828125
2019-12-02,66.9739990234375,1288.8599853515625,112.91000366210938,1781.5999755859375
2019-12-03,67.23999786376953,1294.739990234375,114.05000305175781,1769.9599609375
2019-12-04,66.60600280761719,1318.93994140625,115.44999694824219,1760.68994140625
2019-12-05,66.0739974975586,1326.9599609375,107.41999816894531,1740.47998046875
2019-12-06,67.1780014038086,1339.3900146484375,113.88999938964844,1751.5999755859375
2019-12-09,67.90599822998047,1342.989990234375,112.4800033569336,1749.510009765625
2019-12-10,69.76799774169922,1342.8900146484375,111.19999694824219,1739.2099609375
2019-12-11,70.54000091552734,1344.25,109.5,1748.719970703125
2019-12-12,71.93599700927734,1348.489990234375,112.47000122070312,1760.3299560546875
2019-12-13,71.6780014038086,1346.8699951171875,110.41999816894531,1760.93994140625
2019-12-16,76.30000305175781,1360.699951171875,111.37000274658203,1769.2099609375
2019-12-17,75.7979965209961,1354.8900146484375,109.81999969482422,1790.6600341796875
2019-12-18,78.62999725341797,1351.9100341796875,109.19999694824219,1784.030029296875
2019-12-19,80.80799865722656,1356.43994140625,111.23999786376953,1792.280029296875
2019-12-20,81.11799621582031,1351.219970703125,109.75,1786.5
2019-12-23,83.84400177001953,1350.6300048828125,110.45999908447266,1793.0
2019-12-24,85.05000305175781,1344.4300537109375,110.27999877929688,1789.2099609375
2019-12-26,86.18800354003906,1362.469970703125,108.93000030517578,1868.77001953125
2019-12-27,86.07599639892578,1354.6400146484375,108.55000305175781,1869.800048828125
2019-12-30,82.94000244140625,1339.7099609375,107.33999633789062,1846.8900146484375
2019-12-31,83.66600036621094,1339.3900146484375,108.1500015258789,1847.8399658203125
2020-01-02,86.052001953125,1368.6800537109375,107.83999633789062,1898.010009765625
2020-01-03,88.60199737548828,1361.52001953125,106.41000366210938,1874.969970703125
2020-01-06,90.30799865722656,1397.81005859375,106.58000183105469,1902.8800048828125
2020-01-07,93.81199645996094,1395.1099853515625,106.8499984741211,1906.8599853515625
2020-01-08,98.4280014038086,1405.0400390625,108.58000183105469,1891.969970703125
2020-01-09,96.26799774169922,1419.7900390625,110.73999786376953,1901.050048828125
2020-01-10,95.62999725341797,1428.9599609375,109.4800033569336,1883.1600341796875
2020-01-13,104.97200012207031,1440.030029296875,113.91999816894531,1891.300048828125
2020-01-14,107.58399963378906,1430.5899658203125,112.79000091552734,1869.43994140625
2020-01-15,103.69999694824219,1439.199951171875,112.52999877929688,1862.02001953125
2020-01-16,102.697998046875,1450.1600341796875,112.51000213623047,1877.93994140625
2020-01-17,102.0999984741211,1479.52001953125,113.2699966430664,1864.719970703125
2020-01-21,109.44000244140625,1482.25,113.01000213623047,1892.0
2020-01-22,113.91200256347656,1483.8699951171875,111.4000015258789,1887.4599609375
2020-01-23,114.44000244140625,1484.68994140625,108.55000305175781,1884.5799560546875
2020-01-24,112.96399688720703,1466.1700439453125,105.2699966430664,1861.6400146484375
2020-01-27,111.60399627685547,1431.72998046875,105.30000305175781,1828.3399658203125
2020-01-28,113.37999725341797,1450.5,106.97000122070312,1853.25
2020-01-29,116.197998046875,1456.699951171875,106.94000244140625,1858.0
2020-01-30,128.16200256347656,1454.25,100.30000305175781,1870.6800537109375
2020-01-31,130.11399841308594,1432.780029296875,99.38999938964844,2008.719970703125
2020-02-03,156.0,1482.5999755859375,100.8499984741211,2004.199951171875
2020-02-04,177.41200256347656,1445.4100341796875,102.94000244140625,2049.669921875
2020-02-05,146.94000244140625,1446.050048828125,103.6500015258789,2039.8699951171875
2020-02-06,149.79200744628906,1475.969970703125,104.04000091552734,2050.22998046875
2020-02-07,149.61399841308594,1479.1099853515625,100.55999755859375,2079.280029296875
2020-02-10,154.25599670410156,1508.6600341796875,101.01000213623047,2133.909912109375
2020-02-11,154.87600708007812,1510.06005859375,102.45999908447266,2150.800048828125
2020-02-12,153.45799255371094,1518.6300048828125,105.19000244140625,2160.0
2020-02-13,160.8000030517578,1513.3900146484375,103.41999816894531,2149.8701171875
2020-02-14,160.00599670410156,1518.72998046875,102.55999755859375,2134.8701171875
2020-02-18,171.67999267578125,1519.43994140625,102.16000366210938,2155.669921875
2020-02-19,183.48399353027344,1524.8699951171875,103.20999908447266,2170.219970703125
2020-02-20,179.8820037841797,1516.989990234375,102.54000091552734,2153.10009765625
2020-02-21,180.1999969482422,1483.4599609375,103.13999938964844,2095.969970703125
2020-02-24,166.75799560546875,1419.8599853515625,99.0199966430664,2009.2900390625
2020-02-25,159.98199462890625,1386.3199462890625,96.13999938964844,1972.739990234375
2020-02-26,155.75999450683594,1390.469970703125,94.77999877929688,1979.5899658203125
2020-02-27,135.8000030517578,1314.949951171875,92.08999633789062,1884.300048828125
2020-02-28,133.59800720214844,1339.25,94.02999877929688,1883.75
2020-03-02,148.7239990234375,1386.3199462890625,96.16000366210938,1953.949951171875
2020-03-03,149.1020050048828,1337.719970703125,93.72000122070312,1908.989990234375
2020-03-04,149.89999389648438,1381.5999755859375,97.22000122070312,1975.8299560546875
2020-03-05,144.9080047607422,1314.760009765625,94.18000030517578,1924.030029296875
2020-03-06,140.6959991455078,1295.739990234375,91.9800033569336,1901.0899658203125
2020-03-09,121.5999984741211,1215.7900390625,86.41999816894531,1800.6099853515625
2020-03-10,129.0659942626953,1275.1700439453125,88.83999633789062,1891.8199462890625
2020-03-11,126.84600067138672,1210.9000244140625,83.7699966430664,1820.8599853515625
2020-03-12,112.11000061035156,1111.550048828125,76.70999908447266,1676.6099853515625
2020-03-13,109.3239974975586,1214.27001953125,80.44000244140625,1785.0
2020-03-16,89.01399993896484,1073.0,75.55999755859375,1689.1500244140625
2020-03-17,86.04000091552734,1118.06005859375,82.36000061035156,1807.8399658203125
2020-03-18,72.24400329589844,1091.18994140625,82.5,1830.0
2020-03-19,85.52799987792969,1111.6700439453125,83.5,1880.9300537109375
2020-03-20,85.50599670410156,1068.2099609375,80.3499984741211,1846.0899658203125
2020-03-23,86.85800170898438,1054.1300048828125,81.12999725341797,1902.8299560546875
2020-03-24,101.0,1130.010009765625,85.93000030517578,1940.0999755859375
2020-03-25,107.8499984741211,1101.6199951171875,84.47000122070312,1885.8399658203125
2020-03-26,105.63200378417969,1162.9200439453125,86.13999938964844,1955.489990234375
2020-03-27,102.87200164794922,1110.260009765625,84.01000213623047,1900.0999755859375
2020-03-30,100.4260025024414,1146.31005859375,87.26000213623047,1963.949951171875
2020-03-31,104.80000305175781,1161.949951171875,89.79000091552734,1949.719970703125
2020-04-01,96.31199645996094,1102.0999755859375,89.93000030517578,1907.699951171875
2020-04-02,90.89399719238281,1117.030029296875,90.3499984741211,1918.8299560546875
2020-04-03,96.00199890136719,1092.699951171875,89.7699966430664,1906.5899658203125
2020-04-06,103.24800109863281,1183.18994140625,95.91000366210938,1997.5899658203125
2020-04-07,109.08999633789062,1182.56005859375,94.72000122070312,2011.5999755859375
2020-04-08,109.76799774169922,1207.0,98.55999755859375,2043.0
2020-04-09,114.5999984741211,1206.5699462890625,96.2300033569336,2042.760009765625
2020-04-13,130.19000244140625,1210.4100341796875,96.54000091552734,2168.8701171875
2020-04-14,141.97799682617188,1265.22998046875,99.4000015258789,2283.320068359375
2020-04-15,145.96600341796875,1257.300048828125,96.94000244140625,2307.679931640625
2020-04-16,149.04200744628906,1257.4300537109375,98.5999984741211,2408.18994140625
2020-04-17,150.7779998779297,1279.0,103.4800033569336,2375.0
2020-04-20,149.27200317382812,1261.1500244140625,106.72000122070312,2393.610107421875
2020-04-21,137.343994140625,1212.1600341796875,103.38999938964844,2328.1201171875
2020-04-22,146.4219970703125,1258.4100341796875,103.91000366210938,2363.489990234375
2020-04-23,141.12600708007812,1271.1700439453125,104.13999938964844,2399.449951171875
2020-04-24,145.02999877929688,1276.5999755859375,108.12000274658203,2410.219970703125
2020-04-27,159.75,1270.8599853515625,110.86000061035156,2376.0
2020-04-28,153.82400512695312,1232.5899658203125,106.91999816894531,2314.080078125
2020-04-29,160.1020050048828,1342.1800537109375,108.44999694824219,2372.7099609375
2020-04-30,156.37600708007812,1346.699951171875,107.47000122070312,2474.0
2020-05-01,140.26400756835938,1317.3199462890625,103.91000366210938,2286.0400390625
2020-05-04,152.23800659179688,1322.9000244140625,103.83999633789062,2315.989990234375
2020-05-05,153.64199829101562,1349.02001953125,98.25,2317.800048828125
2020-05-06,156.51600646972656,1345.4300537109375,96.83999633789062,2351.260009765625
2020-05-07,156.00799560546875,1369.280029296875,96.91999816894531,2367.610107421875
2020-05-08,163.88400268554688,1384.3399658203125,97.33999633789062,2379.610107421875
2020-05-11,162.25799560546875,1403.5899658203125,101.33999633789062,2409.0
2020-05-12,161.8820037841797,1375.1800537109375,101.6500015258789,2356.949951171875
2020-05-13,158.19200134277344,1348.3299560546875,102.44999694824219,2367.919921875
2020-05-14,160.66600036621094,1356.8599853515625,100.91999816894531,2388.85009765625
2020-05-15,159.83399963378906,1373.06005859375,101.94000244140625,2409.780029296875
2020-05-18,162.7259979248047,1385.1800537109375,102.72000122070312,2426.260009765625
2020-05-19,161.6020050048828,1374.4000244140625,101.22000122070312,2449.330078125
2020-05-20,163.11199951171875,1409.1600341796875,103.91000366210938,2497.93994140625
2020-05-21,165.52000427246094,1406.75,101.13999938964844,2446.739990234375
2020-05-22,163.37600708007812,1413.239990234375,101.5,2436.8798828125
2020-05-26,163.7740020751953,1421.3699951171875,102.80000305175781,2421.860107421875
2020-05-27,164.04600524902344,1420.280029296875,106.13999938964844,2410.389892578125
2020-05-28,161.16200256347656,1418.239990234375,114.41999816894531,2401.10009765625
2020-05-29,167.0,1433.52001953125,119.9000015258789,2442.3701171875
2020-06-01,179.6199951171875,1434.8699951171875,118.91999816894531,2471.0400390625
